row ID,Activity,a_acc,a_don,density,FCharge,logP(o/w),logS,PC+,PC-,TPSA,Weight
7015,1,0.025,0,0.135918,0,0.544331,0.699742,0,0,0.066441,0.076019
7018,0,0.025,0,0.08448,0,0.561153,0.682703,0,0,0.083678,0.098353
4586,0,0.075,0,0.091812,0,0.653627,0.554432,0,0,0.088113,0.247216
6412,1,0.075,0.12,0.083268,0,0.564287,0.721605,0,0,0.07801,0.112757
195,0,0,0,0.03429,0,0.581463,0.689204,0,0,0,0.057335
6425,1,0.025,0.04,0.047314,0,0.603459,0.679422,0,0,0.026003,0.103147
352,1,0,0,0.03063,0,0.598427,0.675642,0,0,0,0.083846
2531,0,0.05,0,0.06222,0,0.616112,0.65598,0,0,0.067611,0.164691
2760,0,0.1,0.08,0.10214,0,0.477458,0.782367,0,0,0.090619,0.115162
3219,1,0,0,0.251715,0,0.648565,0.595667,0,0,0,0.202572
485,0,0.025,0,0.062399,0,0.563784,0.715604,0,0,0.033805,0.109192
6509,1,0.075,0.04,0.068547,0,0.597546,0.653014,0,0,0.057778,0.124827
796,1,0.1,0.12,0.107254,0,0.527687,0.662663,0,0,0.131764,0.154953
1661,0,0.05,0.04,0.052287,0,0.555536,0.758502,0,0,0.030168,0.115834
6156,0,0.1,0.16,0.177465,0,0.439497,0.883607,0,0,0.095889,0.046402
6944,1,0.05,0.08,0.204146,0,0.436866,0.854599,0,0,0.063408,0.049686
3759,0,0.125,0.08,0.115889,0,0.475004,0.735727,0,0,0.094244,0.192946
6339,1,0.1,0.04,0.152023,0,0.555092,0.630844,0,0,0.086455,0.19705
2632,0,0.075,0,0.063328,0,0.602121,0.658822,0,0,0.049834,0.19663
4918,1,0,0.04,0.054416,0,0.552757,0.68648,0,0,0.033446,0.084441
4917,1,0,0.04,0.052036,0,0.567007,0.65014,0,0,0.033446,0.091676
6426,0,0.1,0.16,0.083994,0,0.592698,0.670132,0,0,0.099951,0.168232
3963,0,0.05,0,0.084567,0,0.48541,0.821019,0,0,0.055747,0.070562
6756,1,0.175,0.16,0.177367,0,0.388352,0.846014,0,0,0.1812,0.122371
1075,0,0.025,0,0.052697,0,0.524848,0.773517,0,0,0.033805,0.077824
2243,1,0,0,0.031024,0.333333,0.681833,0.560483,0,0,0.011324,0.160523
4553,1,0.05,0.04,0.295035,0,0.561803,0.71466,0,0,0.042572,0.159292
5338,0,0.05,0.08,0.198391,0,0.582143,0.592132,0,0,0.074809,0.204836
2113,1,0.075,0.12,0.078527,0,0.630126,0.535225,0,0,0.069886,0.171941
4597,0,0.05,0.04,0.063824,0,0.447036,0.842647,0,0,0.064025,0.025943
475,1,0.05,0.04,0.055844,0,0.531264,0.678196,0,0,0.0486,0.109765
6451,0,0.025,0.04,0.138977,0,0.50031,0.779175,0,0,0.084899,0.059065
1646,0,0.1,0.04,0.441075,0,0.507924,0.763536,0,0,0.103229,0.144625
6907,1,0.1,0.04,0.062695,0,0.737945,0.403541,0,0,0.105478,0.321531
3060,1,0.05,0,0.087438,0,0.551308,0.718026,0,0,0.03797,0.13777
5454,0,0.075,0.08,0.091964,0,0.480443,0.815071,0,0,0.092586,0.088033
3029,1,0.075,0.08,0.089208,0,0.499187,0.710255,0,0,0.103242,0.170044
4076,0,0.125,0,0.098812,0,0.467095,0.776869,0,0,0.073562,0.144719
1083,0,0.15,0.24,0.106164,0.333333,0.580754,0.583156,0,0,0.147806,0.303977
2884,1,0.075,0,0.114895,0,0.580244,0.59151,0,0,0.090992,0.193192
6417,1,0.075,0.08,0.13632,0,0.521419,0.685369,0,0,0.155081,0.141051
6469,0,0.125,0.2,0.108837,0,0.515211,0.792266,0,0,0.119476,0.139888
6750,1,0.175,0.16,0.144136,0,0.422853,0.776233,0,0,0.182845,0.168211
6994,0,0.05,0.08,0.113253,0,0.513496,0.710977,0,0,0.086737,0.065748
3318,1,0.05,0.04,0.120447,0,0.525588,0.756631,0,0,0.042572,0.083458
4050,0,0.075,0,0.106094,0,0.511101,0.672468,0,0,0.074424,0.132031
724,0,0.05,0,0.066618,0,0.585159,0.747361,0,0,0.067611,0.147793
4329,1,0.05,0,0.083752,0,0.551633,0.70556,0,0,0.03797,0.146219
2128,0,0.025,0.04,0.028731,0,0.690939,0.501954,0,0,0.026003,0.155107
5700,1,0.025,0,0.549602,0,0.519175,0.728277,0,0,0.021941,0.144377
2870,0,0.025,0,0.239253,0,0.489365,0.796287,0,0,0.033805,0.060852
4812,1,0,0.08,0.065195,0,0.480296,0.814142,0,0,0.066891,0.048862
463,1,0,0,0.119762,0,0.581966,0.641142,0,0,0,0.124893
6402,0,0.125,0.16,0.120393,0,0.521774,0.770848,0,0,0.125954,0.123582
3210,1,0,0,0.285927,0,0.596571,0.608443,0,0,0.058896,0.153168
5033,0,0.1,0.04,0.082186,0,0.475432,0.802488,0,0,0.069038,0.102525
4878,1,0,0.08,0.055567,0,0.532328,0.740532,0,0,0.048909,0.08625
6852,0,0.075,0.08,0.125422,0,0.405588,0.891977,0,0,0.078113,0.055473
365,0,0,0,0.031326,0,0.576937,0.707719,0,0,0,0.076611
5473,1,0.05,0,0.149258,0,0.559557,0.646908,0,0,0.043883,0.156664
3849,1,0.075,0.12,0.083801,0,0.500251,0.760092,0,0,0.095105,0.154386
4155,0,0.075,0.04,0.078903,0,0.546755,0.722752,0,0,0.059809,0.112757
350,0,0,0,0.03429,0,0.648863,0.600401,0,0,0,0.129684
2116,1,0.075,0.12,0.078527,0,0.630126,0.535225,0,0,0.069886,0.171941
1065,1,0.025,0,0.036883,0,0.608455,0.522111,0,0,0.033805,0.174357
2226,0,0.025,0,0.031794,0,0.866135,0.214083,0,0,0.033805,0.281819
5109,1,0.05,0.12,0.11715,0,0.481656,0.742774,0,0,0.098923,0.099521
5431,0,0.1,0,0.076784,0,0.608958,0.713619,0,0,0.075657,0.126015
33,1,0.125,0.16,0.207296,0,0.514649,0.655015,0,0,0.147215,0.205485
4408,0,0.075,0,0.216095,0,0.442927,0.857777,0,0,0.055747,0.041611
329,0,0.025,0,0.061097,0,0.482129,0.832383,0,0,0.026106,0.059118
3293,1,0.125,0,0.112586,0,0.574132,0.618686,0,0,0.088768,0.295387
1296,1,0.1,0.08,0.074214,0,0.62932,0.556214,0,0,0.109077,0.253293
2933,0,0.075,0,0.100247,0,0.448928,0.828761,0,0,0.077688,0.087434
3570,0,0.025,0.04,0.067663,0,0.485676,0.799958,0,0,0.041569,0.074183
5490,1,0.05,0,0.067046,0,0.555299,0.640704,0,0,0.043883,0.153815
958,0,0,0,0.108353,0,0.568633,0.732433,0,0,0.091121,0.101974
4954,1,0.025,0.08,0.084964,0,0.482306,0.824441,0,0,0.059449,0.041005
4190,0,0.075,0.04,0.071651,0,0.632225,0.58122,0,0,0.054397,0.2515
5274,1,0.025,0.04,0.208426,0,0.574634,0.671945,0,0,0.037405,0.169912
434,0,0.05,0,0.05805,0,0.530259,0.790453,0,0,0.008329,0.116456
5017,1,0.05,0.04,0.076745,0,0.585395,0.59283,0,0,0.076442,0.2177
2974,1,0.05,0.04,0.080907,0,0.554087,0.695303,0,0,0.072997,0.156786
6692,0,0.15,0.08,0.117807,0,0.554679,0.637859,0,0,0.174439,0.303411
382,1,0.05,0.04,0.105221,0,0.602838,0.650138,0,0,0.032032,0.134544
6616,0,0.05,0.08,0.065836,0,0.50037,0.83385,0,0,0.052006,0.063354
173,1,0,0,0.040206,0.333333,0.604612,0.629529,0,0,0.008034,0.173727
7011,0,0,0,0.082557,0,0.535403,0.769144,0,0,0.049873,0.045282
660,0,0.025,0,0.06906,0,0.519261,0.762279,0,0,0.033805,0.065731
1227,1,0.1,0.08,0.103822,0,0.535285,0.702057,0,0,0.095889,0.128415
34,1,0.125,0.16,0.207296,0,0.514649,0.655015,0,0,0.147215,0.205485
1301,0,0,0,0.031326,0,0.583146,0.674536,0,0,0,0.076611
88,1,0.05,0,0.281435,0,0.515861,0.743093,0,0,0.052212,0.120723
2937,0,0.025,0,0.06372,0,0.508234,0.789659,0,0,0.033805,0.05369
5295,0,0.125,0.04,0.104166,0,0.409151,0.895609,0,0,0.08657,0.109144
6122,1,0.1,0.16,0.230895,0,0.456851,0.846215,0,0,0.095889,0.06715
1263,1,0,0.08,0.065195,0,0.481449,0.800874,0,0,0.066891,0.048862
5216,0,0.075,0.04,0.106508,0,0.491648,0.752021,0,0,0.053433,0.137151
5015,0,0.1,0.12,0.090219,0,0.522927,0.766021,0,0,0.115196,0.159215
1683,1,0.15,0.08,0.114202,0,0.665477,0.4493,0,0,0.096571,0.371487
5975,0,0.075,0.16,0.097932,0,0.415913,0.796791,0,0,0.101686,0.09829
2543,1,0.1,0,0.065988,0,0.546637,0.732282,0,0,0.039757,0.152006
4715,0,0.05,0.12,0.15885,0,0.603932,0.712564,0,0,0.095452,0.114467
474,1,0.05,0.04,0.061015,0,0.585366,0.592283,0,0,0.047945,0.180377
5088,0,0.1,0.16,0.127486,0,0.425455,0.777659,0,0,0.1417,0.092245
1612,1,0.175,0.04,0.09806,0,0.595979,0.535421,0,0,0.143693,0.397396
6114,0,0.125,0.16,0.15048,0,0.454605,0.846678,0,0,0.112458,0.075937
5722,0,0.025,0,0.04975,0,0.527834,0.756924,0,0,0.021941,0.056094
6430,1,0.05,0.08,0.064367,0,0.61895,0.633635,0,0,0.052006,0.136917
3123,1,0.1,0,0.212391,0,0.576911,0.651968,0,0,0.057534,0.195711
4463,0,0.125,0.12,0.109574,0,0.561494,0.647334,0,0,0.097329,0.200195
1047,0,0,0,0.078289,0,0.527923,0.789865,0,0,0.049873,0.029598
2963,1,0.05,0,0.087838,0,0.570259,0.678309,0,0,0.054539,0.205908
1370,0,0,0.04,0.042346,0,0.508973,0.795534,0,0,0.033446,0.048267
3883,1,0.075,0.08,0.054066,0,0.618655,0.421758,0,0,0.08175,0.212907
4060,0,0.125,0.04,0.08937,0,0.518839,0.755149,0,0,0.093589,0.147125
5827,1,0,0,0.236017,0,0.561744,0.670608,0,0,0.058896,0.111672
4300,0,0.125,0.08,0.109225,0,0.556837,0.654049,0,0,0.110607,0.25594
5944,1,0.05,0.08,0.422275,0,0.742322,0.559643,0,0,0.047945,0.31505
1372,0,0.025,0.04,0.053076,0,0.519734,0.79904,0,0,0.026003,0.048859
4362,1,0.05,0,0.084645,0,0.456992,0.868942,0,0,0.047456,0.179268
1934,1,0.025,0.04,0.036598,0,0.672461,0.473238,0,0,0.037405,0.206347
6124,0,0.125,0.2,0.209327,0,0.419956,0.887182,0,0,0.121893,0.056039
544,0,0.05,0.04,0.081556,0,0.497886,0.799407,0,0,0.047945,0.057282
5932,1,0.075,0.08,0.167311,0,0.439497,0.859097,0,0,0.069886,0.028316
1324,0,0,0,0.053556,0,0.487391,0.787762,0,0,0.01689,0.033175
2314,1,0,0,0.034541,0.333333,0.603429,0.691338,0,0,0.011324,0.109828
2756,0,0.1,0.12,0.123073,0,0.493392,0.723366,0,0,0.093678,0.18691
3199,1,0.025,0,0.250131,0,0.616212,0.59056,0,0,0.016106,0.204716
3268,0,0.1,0.12,0.179938,0,0.472284,0.710607,0,0,0.152138,0.21012
6507,1,0.15,0.16,0.122737,0,0.564937,0.650895,0,0,0.127664,0.173053
5634,0,0.15,0.08,0.130598,0,0.388707,0.808052,0,0,0.127021,0.136867
6219,1,0.1,0.12,0.122907,0,0.591338,0.589741,0,0,0.108255,0.223363
644,1,0.15,0.08,0.124904,0,0.531175,0.662842,0,0,0.159439,0.197117
6067,0,0.05,0.08,0.183683,0,0.536674,0.736435,0,0,0.047945,0.090329
1233,1,0.05,0.08,0.0537,0,0.661789,0.490219,0,0,0.047945,0.185184
2824,0,0.075,0.08,0.157684,0,0.439704,0.735953,0,0,0.098614,0.079844
3150,0,0.025,0,0.122255,0,0.540577,0.746383,0,0,0.033805,0.07803
3237,1,0.025,0.04,0.250136,0,0.573097,0.688297,0,0,0.026003,0.114953
1375,0,0.025,0.04,0.065122,0,0.474679,0.835935,0,0,0.050014,0.040413
2384,1,0,0,0.038904,0.333333,0.55116,0.778574,0,0,0.011324,0.076031
2221,0,0.05,0.08,0.042934,0,0.662705,0.537446,0,0,0.047945,0.146632
6489,1,0.025,0.04,0.061745,0,0.563518,0.689986,0,0,0.026003,0.085034
1559,1,0.025,0,0.129802,0,0.586637,0.612578,0,0,0.163462,0.171823
2851,0,0.025,0,0.061168,0,0.538714,0.745884,0,0,0.033805,0.081415
572,0,0.075,0.08,0.123092,0,0.444701,0.869093,0,0,0.069886,0.045215
5192,1,0.025,0.04,0.069614,0,0.524198,0.697581,0,0,0.054294,0.113379
2152,1,0,0,0.019762,0.333333,0.742114,0.445753,0,0,0,0.205817
5173,0,0.075,0.04,0.072586,0,0.547672,0.729108,0,0,0.063973,0.150792
2501,0,0.025,0.04,0.051525,0,0.484346,0.837631,0,0,0.026003,0.01992
5724,1,0.025,0,0.168935,0,0.525795,0.732513,0,0,0.080838,0.087048
787,1,0.05,0.08,0.066658,0,0.564612,0.716552,0,0,0.052006,0.104334
3641,0,0.05,0,0.07093,0,0.557014,0.73778,0,0,0.020733,0.140795
3359,1,0,0,0.241563,0,0.597046,0.63434,0,0,0,0.134514
6186,0,0.1,0.16,0.106485,0,0.504834,0.801098,0,0,0.095889,0.088648
3884,0,0.025,0,0.064754,0,0.528633,0.759735,0,0,0.033805,0.072966
6903,1,0.2,0.32,0.112037,0,0.439143,0.776227,0,0,0.209748,0.243011
2158,0,0,0,0.013641,0,0.702309,0.572237,0,0,0,0.093561
3201,1,0.1,0,0.29419,0,0.58582,0.597945,0,0,0.067611,0.230023
2548,0,0.025,0,0.031812,0,0.54374,0.778819,0,0,0.011864,0.053717
5718,1,0.075,0.12,0.076594,0,0.55595,0.662787,0,0,0.073948,0.175545
2340,1,0,0,0.036402,0.333333,0.577295,0.734956,0,0,0.011324,0.092929
5400,0,0.1,0.12,0.117977,0,0.535787,0.605943,0,0,0.139644,0.218916
2102,1,0.075,0.12,0.092298,0,0.579985,0.622461,0,0,0.069886,0.138144
4175,0,0.125,0,0.090518,0,0.448278,0.776338,0,0,0.080105,0.184538
5116,0,0.15,0.16,0.170149,0,0.459897,0.704357,0,0,0.197447,0.191155
7007,1,0.1,0.16,0.240959,0,0.468115,0.789928,0,0,0.195635,0.085033
4802,1,0.125,0.16,0.127323,0,0.463208,0.7271,0,0,0.144901,0.184526
6845,0,0.05,0.08,0.118224,0,0.435595,0.881864,0,0,0.052006,0.021108
1609,0,0.025,0.04,0.033128,0,0.478374,0.85008,0,0,0.033446,0.019327
3450,1,0.025,0,0.274669,0,0.499375,0.767099,0,0,0.021941,0.072501
3943,0,0.05,0,0.090238,0,0.546164,0.685498,0,0,0.067611,0.122394
6479,1,0.1,0.16,0.07975,0,0.600266,0.617316,0,0,0.099951,0.211744
106,0,0,0,0.055245,0,0.587879,0.644343,0,0,0,0.093468
3456,1,0.025,0,0.227906,0,0.483163,0.794444,0,0,0.021941,0.051752
727,0,0.075,0,0.060845,0,0.585159,0.680309,0,0,0.042135,0.211721
5953,1,0.075,0.08,0.075922,0,0.544804,0.726079,0,0,0.069886,0.13087
4600,1,0.1,0.08,0.075155,0,0.603666,0.668928,0,0,0.101429,0.203867
6656,0,0.125,0.08,0.134536,0,0.399675,0.843936,0,0,0.127124,0.128418
3050,0,0.05,0,0.084273,0,0.477073,0.827239,0,0,0.04567,0.063327
5788,1,0,0,0.154327,0,0.516186,0.723612,0,0,0.117792,0.084981
4912,1,0,0.16,0.081561,0,0.491885,0.741857,0,0,0.133782,0.104339
5879,0,0.075,0.04,0.187283,0,0.437458,0.849844,0,0,0.09738,0.037363
1753,0,0.025,0,0.044686,0,0.537177,0.697869,0,0,0.033805,0.110406
2312,1,0,0,0.034541,0.333333,0.603429,0.691338,0,0,0.011324,0.109828
374,1,0.05,0.04,0.06289,0,0.57153,0.729997,0,0,0.047238,0.09408
4966,0,0.025,0.04,0.072096,0,0.455048,0.862376,0,0,0.050014,0.031963
3737,1,0.075,0.08,0.078504,0,0.550362,0.715114,0,0,0.056171,0.136298
5301,0,0.05,0.12,0.159539,0,0.519497,0.703694,0,0,0.101506,0.123509
1381,0,0.025,0,0.046838,0,0.531113,0.765599,0,0,0.016569,0.061522
5502,1,0.05,0.04,0.08248,0,0.531441,0.696498,0,0,0.077328,0.118185
1997,1,0,0,0.030249,0.333333,0.568514,0.768261,0,0,0.004987,0.074221
5872,0,0.075,0.04,0.113651,0,0.502794,0.793283,0,0,0.063832,0.049428
657,1,0.05,0,0.069077,0,0.549534,0.614487,0,0,0.055747,0.190014
4189,0,0.05,0,0.061168,0,0.510894,0.78435,0,0,0.033805,0.08263
929,1,0.05,0.04,0.071494,0,0.547155,0.72682,0,0,0.07292,0.120023
5719,0,0.025,0,0.083669,0,0.514679,0.729392,0,0,0.038831,0.063303
4332,0,0.05,0.04,0.06957,0,0.447716,0.866434,0,0,0.04531,0.028964
4825,1,0,0.08,0.177051,0,0.508677,0.75877,0,0,0.066891,0.081909
4534,0,0.025,0.08,0.09254,0,0.633112,0.587579,0,0,0.064038,0.217066
5871,1,0.05,0.04,0.072574,0,0.552757,0.709375,0,0,0.053292,0.094673
4299,1,0.125,0.08,0.099214,0,0.511722,0.664927,0,0,0.111931,0.180936
5887,0,0.05,0,0.099767,0,0.478433,0.832857,0,0,0.041993,0.044029
2346,1,0.025,0,0.140781,0,0.619483,0.591862,0,0,0.026106,0.145277
3108,0,0.025,0,0.116365,0,0.572387,0.678473,0,0,0.053112,0.123652
1836,1,0,0,0.033721,0,0.603962,0.671874,0,0,0.004165,0.129116
5327,0,0.05,0,0.047307,0,0.68003,0.522576,0,0,0.042675,0.264821
3834,0,0.025,0.04,0.098165,0,0.616467,0.638467,0,0,0.015463,0.159734
6757,1,0.175,0.16,0.177367,0,0.388352,0.846014,0,0,0.1812,0.122371
4923,1,0.025,0.08,0.074052,0,0.523252,0.717853,0,0,0.08346,0.101315
6040,0,0.05,0.08,0.137271,0,0.509712,0.758357,0,0,0.106841,0.084386
1819,0,0,0,0.031958,0.333333,0.54238,0.811879,0,0,0.004987,0.057323
3603,1,0.125,0.12,0.145525,0,0.445854,0.791851,0,0,0.105825,0.113367
74,1,0,0,0.219712,0,0.53697,0.718685,0,0,0.058896,0.105401
6107,0,0.125,0.12,0.159726,0,0.54782,0.59172,0,0,0.144914,0.258579
4692,1,0.025,0.12,0.061144,0,0.555418,0.70977,0,0,0.061583,0.10253
6076,0,0.075,0.12,0.081709,0,0.547406,0.701626,0,0,0.085349,0.137486
84,0,0,0,0.284585,0,0.560769,0.746517,0,0,0,0.122228
5564,1,0.05,0.04,0.072217,0,0.508293,0.735565,0,0,0.047945,0.138131
5611,1,0.15,0,0.150796,0,0.409254,0.814382,0,0,0.126636,0.154332
5744,0,0.025,0,0.125717,0,0.507199,0.763596,0,0,0.080838,0.0663
3227,0,0.05,0.08,0.189173,0,0.594671,0.613883,0,0,0.118705,0.193118
4996,1,0.025,0.04,0.105328,0,0.518758,0.747855,0,0,0.050014,0.074197
2859,0,0.05,0,0.091715,0,0.470924,0.82425,0,0,0.055747,0.062113
5498,1,0.1,0.08,0.169609,0,0.520325,0.655218,0,0,0.213682,0.174174
3272,1,0.025,0.04,0.118404,0,0.559261,0.67781,0,0,0.055387,0.125663
5770,0,0.025,0.04,0.061501,0,0.508352,0.766287,0,0,0.037405,0.065139
5625,0,0.075,0.04,0.10214,0,0.483222,0.751563,0,0,0.085452,0.11759
6456,1,0.05,0.04,0.065395,0,0.553792,0.735659,0,0,0.037867,0.095885
2518,0,0.025,0,0.061168,0,0.550894,0.736945,0,0,0.033805,0.08263
5290,1,0.15,0.12,0.095983,0,0.540192,0.6201,0,0,0.151945,0.325645
2696,1,0.025,0,0.066715,0,0.539335,0.700016,0,0,0.03797,0.114593
6968,0,0.05,0.08,0.128583,0,0.475979,0.794682,0,0,0.078113,0.060862
628,1,0.05,0,0.161256,0,0.482424,0.732184,0,0,0.143397,0.121747
6792,0,0.25,0.2,0.125134,0,0.533067,0.676708,0,0,0.199414,0.265872
4532,1,0.075,0.04,0.083904,0,0.557546,0.681065,0,0,0.057598,0.206254
4641,0,0.025,0,0.042346,0,0.510037,0.762389,0,0,0.030579,0.045838
2144,0,0.075,0.08,0.072833,0,0.554649,0.667993,0,0,0.085812,0.140558
5946,1,0.05,0.08,0.41896,0,0.682135,0.619187,0,0,0.047945,0.254807
1681,1,0.05,0.08,0.047212,0,0.692151,0.52345,0,0,0.052006,0.197276
2520,0,0.05,0,0.064754,0,0.640177,0.602618,0,0,0.067611,0.176733
5228,1,0.05,0.04,0.055265,0,0.606386,0.667481,0,0,0.041569,0.202084
5307,0,0.15,0.08,0.075304,0,0.631344,0.554368,0,0,0.143346,0.328712
109,1,0.1,0,0.110412,0,0.5017,0.644523,0,0,0.086018,0.188708
5065,0,0.05,0.08,0.112785,0,0.39929,0.883925,0,0,0.075015,0.053073
335,0,0.075,0.12,0.234661,0,0.436984,0.861256,0,0,0.069886,0.040396
5613,1,0.125,0,0.10038,0,0.550451,0.59493,0,0,0.102239,0.238221
1754,1,0.1,0,0.110215,0,0.593319,0.614814,0,0,0.09963,0.263792
2440,0,0.025,0,0.072079,0,0.554176,0.745642,0,0,0.026106,0.09776
31,1,0.05,0.04,0.269146,0,0.556305,0.695401,0,0,0.042572,0.157757
3110,0,0.075,0,0.158339,0,0.466105,0.796018,0,0,0.125684,0.124219
1027,0,0.025,0,0.034649,0,0.508618,0.811817,0,0,0.011864,0.036818
2188,1,0.05,0.08,0.114971,0,0.660015,0.543045,0,0,0.047945,0.177257
3454,1,0.025,0,0.18413,0,0.555684,0.689839,0,0,0.021941,0.109889
5672,0,0.1,0,0.134763,0,0.538064,0.619266,0,0,0.123358,0.162132
5935,1,0.075,0.12,0.105866,0,0.497177,0.7697,0,0,0.090182,0.097668
6227,0,0.125,0.2,0.182386,0,0.422735,0.883476,0,0,0.111352,0.055447
1694,1,0.05,0,0.048861,0,0.564819,0.711385,0,0,0.026106,0.131518
5576,0,0.025,0,0.070467,0,0.471338,0.845847,0,0,0.021941,0.02594
3566,0,0.1,0.12,0.099931,0,0.52272,0.67142,0,0,0.173282,0.215261
6120,1,0.1,0.16,0.208833,0,0.436896,0.878608,0,0,0.095889,0.037953
635,0,0.025,0,0.087015,0,0.467613,0.848411,0,0,0.033805,0.027128
3738,1,0.075,0.08,0.078504,0,0.550362,0.715114,0,0,0.056171,0.136298
933,0,0.025,0,0.055537,0,0.56745,0.728802,0,0,0.033805,0.098314
5447,1,0.05,0.04,0.093267,0,0.516896,0.690053,0,0,0.059346,0.094052
3245,1,0.05,0.04,0.157421,0,0.544124,0.725549,0,0,0.042572,0.104206
6181,0,0.1,0.16,0.138373,0,0.465632,0.866525,0,0,0.095889,0.063301
2032,0,0.025,0.04,0.038068,0,0.537206,0.758353,0,0,0.026003,0.053717
3865,1,0.125,0.04,0.110468,0,0.664183,0.516321,0,0,0.112522,0.394668
1107,1,0,0,0.079133,0.333333,0.677103,0.609193,0,0,0.009152,0.195459
1444,0,0.05,0.08,0.073113,0,0.449342,0.856714,0,0,0.036865,0.024728
6831,0,0.025,0.04,0.036418,0,0.521656,0.751334,0,0,0.026003,0.060952
6997,1,0.1,0.12,0.153249,0,0.462145,0.737353,0,0,0.119875,0.066938
96,1,0.05,0.04,0.072179,0,0.562661,0.620155,0,0,0.059462,0.178544
5977,0,0.1,0.16,0.463351,0,0.593327,0.58104,0,0,0.119258,0.443224
261,1,0.075,0.12,0.132707,0,0.503385,0.748762,0,0,0.069886,0.086234
2858,0,0.05,0,0.120226,0,0.462727,0.811001,0,0,0.067611,0.063301
2315,1,0,0,0.034541,0.333333,0.603429,0.691338,0,0,0.011324,0.109828
6314,0,0.125,0.08,0.117113,0,0.485558,0.791713,0,0,0.102496,0.165872
321,0,0.075,0.04,0.061931,0,0.510687,0.794164,0,0,0.049731,0.104359
2205,1,0,0,0.019037,0.333333,0.648544,0.57719,0,0,0,0.146673
5527,1,0.025,0,0.123391,0,0.573481,0.646086,0,0,0.026106,0.142809
6574,0,0.125,0.12,0.123018,0,0.522956,0.715923,0,0,0.121893,0.222512
1195,0,0.025,0.04,0.04975,0,0.530732,0.778979,0,0,0.026003,0.057309
6579,1,0.3,0.24,0.13195,0,0.469978,0.69382,0,0,0.264878,0.302666
4036,1,0.125,0.04,0.120704,0,0.509231,0.685488,0,0,0.115286,0.21735
6899,0,0.075,0.16,0.126143,0,0.43595,0.801263,0,0,0.156534,0.147123
5848,1,0,0,0.136568,0,0.543503,0.650914,0,0,0.117792,0.106686
6329,0,0.1,0.16,0.211098,0,0.432343,0.845087,0,0,0.095889,0.043974
6194,0,0.075,0.08,0.070768,0,0.576911,0.714895,0,0,0.07085,0.161026
6812,1,0.125,0.16,0.121184,0,0.550273,0.627171,0,0,0.196252,0.228487
210,0,0.025,0,0.06372,0,0.515122,0.804043,0,0,0.033805,0.052476
2342,1,0.1,0.04,0.441075,0,0.507924,0.763536,0,0,0.103229,0.144625
619,0,0.025,0.08,0.078415,0,0.487332,0.801252,0,0,0.052868,0.065734
6246,1,0.125,0.08,0.09232,0,0.555625,0.688989,0,0,0.068138,0.209524
4128,0,0.1,0,0.071426,0,0.53507,0.7064,0,0,0.049834,0.166476
6797,1,0.025,0.04,0.352413,0,0.465514,0.835543,0,0,0.026003,0.050545
4987,0,0.025,0.04,0.153847,0,0.461345,0.831496,0,0,0.050014,0.035594
5913,1,0.1,0,0.082606,0,0.529845,0.664511,0,0,0.072753,0.229781
507,0,0.05,0.08,0.087123,0,0.472993,0.824458,0,0,0.047945,0.035577
6400,1,0.025,0.04,0.092191,0,0.578714,0.678836,0,0,0.026003,0.098547
6658,0,0.075,0.12,0.123092,0,0.422291,0.887206,0,0,0.07801,0.047643
3130,1,0.05,0.08,0.126027,0,0.605687,0.662483,0,0,0.052006,0.144616
4234,0,0.1,0.08,0.137501,0,0.506874,0.763851,0,0,0.137793,0.144116
2507,0,0.05,0.04,0.091715,0,0.491175,0.806503,0,0,0.059809,0.063327
5947,1,0.05,0.08,0.416719,0,0.652041,0.648959,0,0,0.047945,0.224685
12,1,0.05,0.08,0.491272,0,0.493699,0.785905,0,0,0.047945,0.106491
5239,0,0.025,0,0.051243,0,0.556127,0.709563,0,0,0.021941,0.085034
4711,1,0.1,0.16,0.084056,0,0.533333,0.670204,0,0,0.151932,0.163431
6811,0,0.025,0.04,0.054086,0,0.495994,0.807468,0,0,0.030168,0.074802
5475,1,0.075,0,0.0779,0,0.540783,0.661678,0,0,0.060451,0.13989
6767,0,0.15,0.08,0.146945,0,0.398551,0.846265,0,0,0.149438,0.136248
430,0,0,0,0.073721,0,0.58575,0.655623,0,0,0,0.086263
4650,1,0.05,0,0.237988,0,0.545455,0.691729,0,0,0.047148,0.120976
61,0,0,0,0.553803,0,0.505731,0.793147,0,0,0,0.079982
6710,1,0.05,0.08,0.055055,0,0.577502,0.677879,0,0,0.052006,0.117641
191,0,0,0,0.03429,0,0.580547,0.689204,0,0,0,0.057335
3444,1,0.025,0,0.294315,0,0.557871,0.667736,0,0,0.021941,0.087954
5243,1,0.05,0,0.063737,0,0.545573,0.700536,0,0,0.043883,0.110355
5702,0,0.025,0,0.040059,0,0.569638,0.705413,0,0,0.021941,0.09834
3782,0,0.075,0,0.184816,0,0.521685,0.763279,0,0,0.111545,0.15099
4095,1,0.125,0.08,0.083274,0,0.578477,0.674193,0,0,0.097676,0.195982
851,0,0.025,0.04,0.029895,0,0.502025,0.806462,0,0,0.033446,0.036226
6578,1,0.3,0.24,0.13195,0,0.469978,0.69382,0,0,0.264878,0.302666
487,1,0.025,0,0.058231,0.333333,0.464479,0.844099,0,0,0.033805,0.079026
3580,0,0.05,0,0.047192,0,0.611973,0.636629,0,0,0.016029,0.159243
